x1,x2,target
-1.2735737654768355,1.477417095200473,4
-3.6384148134751344,1.2756185854470043,1
3.237762471605417,-2.4130097538801376,2
2.6576216930681023,1.5849591372818717,5
-3.132141570022274,1.2918702195640084,1
-0.14332066042017588,0.24402741370703815,4
-1.9715324594014862,-2.4441545197430985,0
-2.206860268214876,3.8333089238658995,6
0.015990661504640808,4.836754955035546,6
2.06115679228792,-1.1303005685523684,2
-2.445912970408585,3.2361656604436257,1
4.7142436069161535,1.7542156270727431,5
-0.6240798533998868,-2.0035181007819016,4
-3.6272686923699027,0.8841910969339801,1
1.8274199131891073,1.8071852384178544,3
4.401906585929368,0.5200746676936897,5
2.459174394939921,-1.900910510518747,2
1.9050793842648621,1.855742302555493,3
1.7824031198591372,-0.8355925711452616,4
-1.2205152259003038,2.4739620285577093,6
0.28059147068421236,-0.3425894869433114,4
-1.7438016944827683,-2.538091051419713,0
0.277127901695439,-0.7553241556485758,4
3.2149504636772193,0.24960624914078597,5
3.8307643006558196,-3.751567062541115,2
-0.27313622814160077,-2.356458472171693,0
4.478197024698805,0.289303256659132,5
5.415080333750893,-0.2600823364463469,5
2.079065979676322,-2.0756752111189694,5
-3.185361188976394,-0.14663296834475337,1
-1.6010082288593095,4.7834372224782005,6
-1.2769431389382528,4.822497222922621,6
4.372015393959102,-1.8183044029496849,5
0.7886722851553915,-0.2999840040661544,4
3.6377754585108484,1.9760570204014571,3
-0.8623181524387953,-0.8446521617360352,0
-1.768044515558269,1.9881756985720056,1
-1.384917514332948,-2.213629879778445,0
3.2256242813479634,-2.0167426785735354,2
1.2679881684338485,-2.5341304563125346,2
3.031333763646,-0.06097795728883382,3
4.098814076793213,0.11145794910423974,5
-0.7794347601345182,-1.2190227003250456,0
2.4596815282544275,0.41164740433112584,5
-1.459546844050899,1.5487206400389382,1
4.835124271470018,0.20390047609566275,5
-0.508860018638109,0.4556760359725487,4
0.26603404214472903,-0.06994487329089827,4
0.044016806920999206,4.808293891783548,6
5.300084462596326,0.1855073833865817,5
1.5092421876226558,2.0960294476611203,3
3.5576737667496285,-1.3942002692315636,2
1.5323273936705566,1.8128043738354849,3
3.2887027982850547,-1.4128544841114108,2
1.6535118917355742,0.6755453218132099,3
4.268951466434708,-0.7739268370796648,5
1.525796807229314,-1.9184566212566905,2
1.2768846990566924,2.079136439313904,3
4.837245674559429,-0.9974289577898069,5
1.8382763890465545,-0.7588843855410652,2
-2.4121861382538405,-2.87966970093084,0
1.890153923185775,-0.5325628111361895,2
-2.0603054595670853,-2.2929425131057095,0
-0.6549620491737865,0.34268826369477084,4
3.965496098733017,-0.6737904723032248,5
1.7156451148826104,4.547903745786471,3
0.8876480360649981,0.12504265334154333,4
-2.2285596834806625,0.34147271827787995,1
1.4670826722713235,-2.15965827757019,2
-0.9363426203188332,1.8859677743764927,1
-1.2721657692707538,0.2949107511270721,1
4.008427559877131,1.155511500839554,3
3.0560631140104557,-1.646732623509294,2
1.4872075186586504,1.7747732951871633,3
-1.7738811117002975,0.31887822254783454,4
0.03377581764226756,0.5702189067139497,4
-2.567816743606923,1.7715276909842468,1
-1.7350074820892583,1.0924020779866126,1
-0.2688936609121558,4.771273449085848,6
5.753284003564203,0.34281218836819444,5
0.7071799182453238,0.6284080433089987,3
1.8650357741341208,-1.6721398158642564,2
2.141625547445224,-1.2556281873223196,2
3.3403954706487236,1.804842640920471,3
-2.004879721348492,-1.4084167269431993,0
-2.101455717392344,1.4385231498806486,1
1.0779082270748264,-1.9046808948365233,2
-1.2338235797898447,3.863969848233866,6
-1.1735488861038084,4.402081764433701,6
-2.1021369642367045,-0.7243564405398228,0
-2.3172949815094825,1.9588954137774945,1
-0.8504036077375896,2.8537261550856985,1
5.259966285929153,1.1556127846636286,5
1.3198759901829775,-2.6055563918796927,2
