x1,x2,target
0.5249955028377798,0.8939072841334093,6
-2.772321904757697,-0.07598194589526774,3
-0.5640443475273433,-0.026697437367624532,4
-2.1441854677249985,-2.3702027457435286,3
-1.4504640803016335,1.3384867604468935,2
-1.4747400733390088,2.4409216885762195,2
-1.1265805049556314,0.3176555743117294,2
-2.1303455092965278,1.5389842094086124,2
-1.9947614394567825,0.4284898494768301,1
1.1992340786706688,0.16695821176024528,0
0.21789973328282009,-1.9257286894609242,0
-2.9917390651635065,0.4505482984564675,3
-0.9608858719520251,0.6324915777173714,2
-1.635265491569307,1.4764258066110973,1
0.16417434184616164,0.16068325478980428,1
0.1570804546760146,0.6321435517351743,6
1.9586609286470125,2.0291108283407175,5
1.6212449863861047,1.3645342913946712,5
0.11457648987867053,-1.0604134879476534,0
-1.5305588138247554,0.053202421125851565,1
-2.0995373961518915,-0.7610838110141855,4
0.33837155837900545,2.042648131993241,5
-1.6566869716725863,-2.3676791085853144,3
-4.38084019380631,-3.479964267496671,3
-1.9059331247951434,-2.3047028776047114,3
0.2159573287083535,2.0144218524517328,0
-1.9946785721386098,-1.3086374947907111,3
-1.2469100887518074,-0.6632706910319439,1
-0.5998949320524684,1.04979673101538,4
0.6708759527663082,3.5053900400725504,6
-2.2021910471265396,2.044702057264392,2
-1.206827179934867,-1.5588135102225347,4
-4.595546955794408,-3.468227449841536,3
1.0050846908349986,1.810185346110261,5
-0.580462888095699,1.0057054935261927,0
-2.8345048042532865,1.2515678881416559,2
0.8612588397792774,0.24358253511890637,5
-2.050490257544453,-2.4873384894180517,3
3.098655247530113,2.287508877885502,5
-0.09014708147104311,-0.0557707452834717,2
-2.114814270758684,0.9789777504934418,2
-0.37300216506865974,2.0034547979230055,6
0.6909488532921828,1.9370791601970936,6
-0.8977352965623535,2.0175216192779097,6
0.49204455860969143,-0.4800137400969007,6
0.2486017795591534,0.6971865842602464,0
1.8574309966263924,-0.03939859606360878,0
-3.6474009959313296,0.5105728665178221,1
-2.337078080110567,-0.9948754012004043,1
-1.6241701275415297,-0.48357299005486715,1
-2.6930427878323124,0.8662616630207831,2
0.417437276606623,0.8197958194092436,5
1.6646078049495285,1.1280893221390285,5
-0.41666774669220386,1.2241210965613392,6
2.971649133599713,-0.36087521643146014,5
0.1260592180865463,2.111529115263491,2
1.5192110852216136,-0.7008553950030498,5
0.13901930028720755,-0.5707136857681367,2
-0.39350352667059985,1.0118087680680161,6
-0.16899030688529518,2.586775432254265,4
2.477318637731717,1.6335973774984374,5
-0.8743621613863084,-0.024520191064715924,5
0.8795100236351334,1.2164066691091167,0
-1.3256145692458268,-1.2320574376082258,3
-2.069140654015694,0.9523925220145469,2
-0.22562608642321785,0.4857364732252879,4
-0.355613844680995,1.132068585514135,6
-3.5884690324033777,-1.349745441568355,1
1.766785863781564,-0.07186280742955937,0
0.6631154481229805,1.8009434703588512,5
2.260235994051139,0.7728044565811067,5
-1.3245504861094597,-2.9976203031862103,3
-1.6661274765663314,-0.07140016417918081,1
1.326890041355037,-1.203151873290335,0
-1.2380387952813456,0.5343630869621372,5
-0.40909355726297236,-0.18110633488612726,2
-3.0193497605804644,0.97810462837354,1
0.16788738565920178,1.4787726771596235,6
2.4731454365001766,-0.8806340094233038,4
0.4564958908180185,1.7044386663689701,6
-3.6103180607946177,-0.6329362060118513,1
-1.6516442990847866,-0.9381763625166064,1
